,slp,rlm,industry,gas_to_electricity_public,electricity_from_gas,gas_price [€/MWh],producing_sector,manufacturing_sector,hospitality_sector,retail_sector,residential,commercial,decentral_chp,industry_buildings,aggregated,solar,temperature,temp_inertia,index,time,year,month,weekday,weekday_num,monday,friday,weekend,christmas_period,holiday,bridgeday
2017-01-11,2.2353882640000005,2.179193323,1.390173528191578,0.39329141149552754,0.251160923660495,,91.1,94.1,82.6,96.1,1.4798468632280983,0.6801496536237431,0.10410453881996067,0.17350756469993447,2.1599965168518414,2.2076739958330193e-11,274.3577643258991,273.6759936539437,2017-01-11,10.0,2017,1,Wednesday,2,0,0,0,0,0,0
2017-01-12,2.1349081439999997,2.116358017,1.3673198599238419,0.3598153250580902,0.22978266686563245,,91.1,94.1,82.6,96.1,1.3666348149488052,0.6269756494256737,0.09596566062637862,0.15994276771063104,1.993610464374479,3.184584118784118e-11,276.40401940329565,275.1761966138474,2017-01-12,11.0,2017,1,Thursday,3,0,0,0,0,0,0
2017-01-13,2.1891600159999998,2.120552309,1.3773419334001045,0.35113464870663613,0.2242390759640706,,91.1,94.1,82.6,96.1,1.4035317967202976,0.6341805714342695,0.09706845481136778,0.16178075801894629,2.0377123681545672,3.172281303934243e-11,274.2806906117484,274.7658547992986,2017-01-13,12.0,2017,1,Friday,4,0,1,0,0,0,0
2017-01-14,2.212272432,1.8842168099999999,1.2629003738474671,0.2618177742279069,0.1672001779946416,,91.1,94.1,82.6,96.1,1.4513414123387083,0.6088681049248708,0.09319409769258226,0.15532349615430377,2.060209517263579,3.850704998403648e-11,273.60947994567033,274.2109600474738,2017-01-14,13.0,2017,1,Saturday,5,0,0,1,0,0,0
2017-01-15,2.3838717039999997,2.0081822789999997,1.343249632677541,0.2825616726666655,0.18044749675094593,,91.1,94.1,82.6,96.1,1.543715665459433,0.6581023333490271,0.10072994898199396,0.16788324830332327,2.20181799880846,4.3705575066463654e-11,272.14055609938396,273.10185159966454,2017-01-15,14.0,2017,1,Sunday,6,0,0,1,0,0,0
2017-01-16,2.628174096,2.538963058,1.4895695255087216,0.6253709711290769,0.3993698976084196,,91.1,94.1,82.6,96.1,1.6831760561808224,0.7936717600255275,0.12148037143247871,0.20246728572079783,2.47684781620635,4.633742963423944e-11,269.8421743829693,271.2532845043533,2017-01-16,15.0,2017,1,Monday,0,1,0,0,0,0,0
2017-01-17,2.73015096,2.584004415,1.5028415055361606,0.6533623311180657,0.41724553797039543,,91.1,94.1,82.6,96.1,1.7805618366655853,0.8425936014570193,0.12896840838627846,0.21494734731046414,2.6231554381226045,4.305878558563185e-11,268.8985054459262,269.8964878307799,2017-01-17,16.0,2017,1,Tuesday,1,0,0,0,0,0,0
2017-01-18,2.804431856,2.583984617,1.51263890514027,0.6407561945596604,0.4091950979931791,,91.1,94.1,82.6,96.1,1.836739750854289,0.8625088530196593,0.13201666117647845,0.2200277686274641,2.6992486038739485,4.787625401286723e-11,268.5873087275932,269.07449261962734,2017-01-18,17.0,2017,1,Wednesday,2,0,0,0,0,0,0
2017-01-19,2.8073722640000005,2.576684575,1.5068745443684308,0.6408614028483929,0.4092622853514647,,91.1,94.1,82.6,96.1,1.8589796259588718,0.8808986786145019,0.13483143040017886,0.22471905066696476,2.7398783045733737,5.468727663416857e-11,268.48913910174497,268.66010333064514,2017-01-19,18.0,2017,1,Thursday,3,0,0,0,0,0,0
2017-01-20,2.709192592,2.451971344,1.4415876223033064,0.6000197436686567,0.38318027963360957,,91.1,94.1,82.6,96.1,1.815890835956735,0.8407554276580657,0.12868705525378557,0.21447842542297596,2.6566462636148005,5.205039079652158e-11,269.8325811978286,269.24602195888247,2017-01-20,19.0,2017,1,Friday,4,0,1,0,0,0,0
2017-01-21,2.630187528,2.165881181,1.2706966530675725,0.5334665682661438,0.3406785709309669,,91.1,94.1,82.6,96.1,1.7753828182330775,0.7591985384584667,0.11620385792731634,0.19367309654552722,2.534581356691544,5.386311632765304e-11,270.2664898200544,269.8018551513699,2017-01-21,20.0,2017,1,Saturday,5,0,0,1,0,0,0
2017-01-22,2.6926088960000003,2.2021001300000003,1.3826585769562918,0.4258523843271987,0.2719547772068743,,91.1,94.1,82.6,96.1,1.8243253565440223,0.7878105523296562,0.12058324780555964,0.20097207967593272,2.6121359088736784,6.34554145491699e-11,268.4277284648861,269.1094733901683,2017-01-22,21.0,2017,1,Sunday,6,0,0,1,0,0,0
2017-01-23,2.718084824,2.628801192,1.5534715298799382,0.6331166832542473,0.40431640840144323,,91.1,94.1,82.6,96.1,1.8708258214636553,0.8868892665593185,0.1357483571264263,0.22624726187737718,2.757715088022974,4.884496785839154e-11,267.69960882516,268.37822289808736,2017-01-23,22.0,2017,1,Monday,0,1,0,0,0,0,0
2017-01-24,2.706467752,2.637953669,1.4918212979488439,0.7214688175759209,0.46073921097225395,,91.1,94.1,82.6,96.1,1.8272396217086837,0.8643850041767145,0.13230382716990527,0.2205063786165088,2.691624625885398,3.670189156976233e-11,269.67919589364936,269.0235969449208,2017-01-24,23.0,2017,1,Tuesday,1,0,0,0,0,0,0
2017-01-25,2.7635509679999997,2.585760661,1.5069281514550352,0.6498686219073275,0.4150144106009126,,91.1,94.1,82.6,96.1,1.8023369662506035,0.8443813632605365,0.1292420453970209,0.2154034089950348,2.64671832951114,5.5521571928897334e-11,269.8458008718317,269.4206765905543,2017-01-25,24.0,2017,1,Wednesday,2,0,0,0,0,0,1
2017-01-26,2.7121275600000003,2.426933638,1.4911159169976167,0.5113549620738636,0.3265578165169505,,91.1,94.1,82.6,96.1,1.7534582671554415,0.8276954545370745,0.12668807977608285,0.21114679962680472,2.581153721692516,6.786812325529155e-11,270.74360431778047,270.15933702978515,2017-01-26,25.0,2017,1,Thursday,3,0,0,0,0,0,0
2017-01-27,2.620077728,2.3485462470000003,1.4368814061627817,0.502640539667533,0.32099267495329703,,91.1,94.1,82.6,96.1,1.7113874296873992,0.7899837548434729,0.12091588084338872,0.20152646807231456,2.501371184530872,6.843909126576144e-11,271.0899240873375,270.7376407338097,2017-01-27,26.0,2017,1,Friday,4,0,1,0,0,0,0
2017-01-28,2.439525584,2.019873152,1.2517843239035042,0.41175447363704853,0.26295167119660856,,91.1,94.1,82.6,96.1,1.6564410265913418,0.7044339465772271,0.10782152243528986,0.17970253739214978,2.3608749731685688,6.769707349711254e-11,271.94912609563386,271.41904875944255,2017-01-28,27.0,2017,1,Saturday,5,0,0,1,0,0,0
2017-01-29,2.294162488,1.942844924,1.2651836436724153,0.3175126602084094,0.20276764424781205,,91.1,94.1,82.6,96.1,1.5455137868234223,0.6579533713597473,0.10070714867751233,0.1678452477958539,2.2034671581831695,6.389019789212169e-11,273.99226097459916,272.8438700112827,2017-01-29,28.0,2017,1,Sunday,6,0,0,1,0,0,0
2017-01-30,2.164062424,2.2374334069999997,1.3655618085183852,0.48314921538330624,0.3085452660663925,,91.1,94.1,82.6,96.1,1.4506392802484795,0.671801864115538,0.10282681593605175,0.17137802656008624,2.1224411443640174,2.1507695242113852e-11,275.03355968157604,274.0817139487234,2017-01-30,29.0,2017,1,Monday,0,1,0,0,0,0,0
2017-01-31,2.1134806960000003,2.3353398910000003,1.3374029959678384,0.617230231655646,0.3941711173003233,,91.1,94.1,82.6,96.1,1.413928355538227,0.6528238780311483,0.09992202214762474,0.16653670357937458,2.066752233569375,2.5246099217127664e-11,274.8642169570997,274.59877498551674,2017-01-31,30.0,2017,1,Tuesday,1,0,0,0,0,0,0
2017-02-01,2.1257732799999998,2.251367105,1.317786294205819,0.5584582601322224,0.35663858487852335,,95.3,97.3,83.3,92.0,1.4125569541578071,0.6459079028038809,0.0988634545107981,0.1647724241846635,2.058464856961688,5.053447254509482e-11,274.4254773777581,274.5946713449256,2017-02-01,31.0,2017,2,Wednesday,2,0,0,0,0,0,0
2017-02-02,1.9403209920000002,2.080941733,1.2829659494722987,0.4327652319423748,0.2763694100755395,,95.3,97.3,83.3,92.0,1.320387820508012,0.6019409606744834,0.09213382051140054,0.15355636751900087,1.9223287811824954,6.321532894924924e-11,276.5718256223677,275.6692332932206,2017-02-02,32.0,2017,2,Thursday,3,0,0,0,0,0,0
