Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
16.03.2021;16:00;59,99;59,99;59,99;59,99;65,01;59,99;70,25;59,99;62,42;59,99;59,74;59,74;59,99;-;59,99;45,46
16.03.2021;17:00;65,96;65,96;65,96;65,96;66,82;65,96;73,09;65,96;65,02;65,96;63,98;63,98;65,96;-;65,96;51,1
16.03.2021;18:00;70,7;70,7;70,7;70,7;76,8;70,7;76,41;70,7;78,51;70,7;76,36;76,36;70,7;-;70,7;68,51
16.03.2021;19:00;77,71;77,71;77,71;77,71;80,44;77,71;78,41;77,71;85,06;77,71;80,41;80,41;77,71;-;77,71;51,05
16.03.2021;20:00;61,4;61,4;61,4;61,4;68,62;61,4;74,99;61,4;68;61,4;65,5;65,5;61,4;-;61,4;47,1
16.03.2021;21:00;56,01;56,01;56,01;56,01;64,35;56,01;71,92;56,01;62,22;56,01;60;60;56,01;-;56,01;44,05
16.03.2021;22:00;53,88;53,88;53,88;53,88;58,11;53,88;69,7;53,88;58,63;53,88;56,45;56,45;53,88;-;53,88;43,02
16.03.2021;23:00;49,19;49,19;49,19;49,19;56,01;49,19;60,27;48,01;54,11;49,19;52,33;52,33;49,19;-;49,19;41,63
17.03.2021;00:00;46,14;46,14;46,14;46,14;52,5;46,14;59,68;46,14;53,55;46,14;50,4;50,4;46,14;-;46,14;41,48
17.03.2021;01:00;45,47;45,47;45,47;45,47;49,77;45,47;59,71;44,38;50,26;49,77;48,7;48,7;45,47;-;45,47;41,16
17.03.2021;02:00;44,45;44,45;44,45;42,64;49,1;43,81;59,92;43,38;50,14;44,37;46,36;46,36;44,37;-;43,17;41,13
17.03.2021;03:00;44,4;44,4;44,4;42,14;48,7;43,68;60,15;43,34;50,21;44,31;44,77;44,77;44,31;-;42,8;41,17
17.03.2021;04:00;45,39;45,39;45,39;36,46;49,1;42,69;60,24;44,3;51,76;45,01;45,57;45,57;45,01;-;39,06;41,39
17.03.2021;05:00;48,83;48,83;48,83;41,69;52,33;46,55;62,68;48,83;54,19;50;50,77;50,77;48,53;-;43,77;42,78
17.03.2021;06:00;53,81;53,81;53,81;53,81;61,2;53,81;67,06;53,81;61,72;53,81;59,13;59,13;53,81;-;53,81;49,34
17.03.2021;07:00;63,21;63,21;63,21;63,21;63,21;63,21;71,8;63,21;68,76;63,21;67,89;67,89;63,21;-;63,21;63,21
17.03.2021;08:00;64;64;64;64;64;64;72,43;64;71,5;64;70;70;64;-;64;62,14
17.03.2021;09:00;62,55;62,55;62,55;62,55;62,55;62,55;71,89;62,55;66,6;62,55;65,79;65,79;62,55;-;62,55;60,74
17.03.2021;10:00;57,51;57,51;57,51;57,51;57,51;57,51;71,92;57,51;63,3;57,51;61,32;61,32;57,51;-;57,51;55,85
17.03.2021;11:00;59,57;59,57;59,57;58,4;58,4;45,47;73,67;59,57;61,86;58,4;59,99;59,99;59,21;-;57,8;57,72
17.03.2021;12:00;54,82;54,82;54,82;54,82;54,82;54,82;71,9;54,82;60,08;54,82;58;58;54,82;-;54,82;53,12
17.03.2021;13:00;51,69;51,69;51,69;51,41;53,3;47,6;73,55;51,69;59,89;53,3;54,87;54,87;53,3;-;51,19;50,09
