time,Temp [K]
2018-01-05,279.8215922797329
2018-01-06,279.15932342147516
2018-01-07,277.27155764090094
2018-01-08,276.0467373854068
2018-01-09,276.2721797600934
2018-01-10,276.898986982653
2018-01-11,276.69709591943
2018-01-12,276.4452595038444
2018-01-13,275.8594795761052
2018-01-14,274.5375004775017
2018-01-15,274.6777739788325
2018-01-16,275.8481697257841
2018-01-17,275.2797651508567
2018-01-18,276.05980340107794
2018-01-19,275.6366862477894
2018-01-20,274.9384070599488
2018-01-21,274.36194417321394
2018-01-22,274.9453585519113
2018-01-23,276.6598923700258
2018-01-24,279.5350997366778
2018-01-25,280.3653109331879
2018-01-26,279.5426909421878
2018-01-27,278.51130990677467
2018-01-28,279.15613583398556
2018-01-29,280.17104889421194
2018-01-30,278.9241867890313
2018-01-31,278.9701129617312
2018-02-01,277.188838165344
2018-02-02,275.9353649271195
2018-02-03,274.8830141207215
2018-02-04,273.448598838532
2018-02-05,272.56194483958444
2018-02-06,271.44942702994757
2018-02-07,271.0321226731643
2018-02-08,270.5834982549224
2018-02-09,270.90544137000325
2018-02-10,272.1352100789665
2018-02-11,273.57397388537015
2018-02-12,273.7587980602139
2018-02-13,273.05078544482524
2018-02-14,272.27463464949744
2018-02-15,272.86521801279883
2018-02-16,274.27275639676
2018-02-17,273.97259073362306
2018-02-18,273.64819266478605
2018-02-19,273.1489600579618
2018-02-20,272.6390363549663
2018-02-21,272.3552124228743
2018-02-22,271.95338610338536
2018-02-23,271.2827883893886
2018-02-24,270.7810708281717
2018-02-25,269.05893069121163
2018-02-26,267.4936959399634
2018-02-27,266.1105015981796
2018-02-28,264.8251470071366
2018-03-01,265.5936567709765
2018-03-02,266.5376600871698
2018-03-03,268.36727633511214
2018-03-04,271.8475193431738
2018-03-05,275.1590600567453
2018-03-06,275.9505920767511
2018-03-07,276.5823517165657
2018-03-08,277.4354190745948
2018-03-09,277.9158109780949
2018-03-10,279.89927541576
2018-03-11,281.8516592000991
2018-03-12,282.0039023201729
2018-03-13,280.9092470886421
2018-03-14,279.1602461654833
2018-03-15,278.39078019694267
2018-03-16,277.30736043557346
2018-03-17,273.93039232568225
2018-03-18,271.71948394574304
2018-03-19,270.90524656531926
2018-03-20,271.45897108985025
2018-03-21,272.3905832171941
2018-03-22,273.72512124562513
2018-03-23,275.4193070646638
2018-03-24,276.7581714041556
2018-03-25,277.7390385156508
2018-03-26,277.97953346482103
2018-03-27,277.9909364078513
2018-03-28,278.5354530432631
2018-03-29,278.1613883348938
2018-03-30,278.7729810299067
2018-03-31,278.7308229988556
2018-04-01,277.8773696233035
2018-04-02,278.9522315459714
2018-04-03,282.62356833227295
2018-04-04,284.11958890592
2018-04-05,282.6748111154408
2018-04-06,281.42375535407393
2018-04-07,283.4601159157395
2018-04-08,285.61740924533007
2018-04-09,286.50582899958613
2018-04-10,286.7577438948872
2018-04-11,285.4939714322545
2018-04-12,285.9655671726391
2018-04-13,285.2701990873388
2018-04-14,285.03071171591534
2018-04-15,285.57636713183155
2018-04-16,285.6762184990358
2018-04-17,286.2092369748062
2018-04-18,287.80992943920995
2018-04-19,289.5962370607229
2018-04-20,290.9214447696555
2018-04-21,290.5186624082256
2018-04-22,290.62729177873854
2018-04-23,289.50480359948824
2018-04-24,287.56733361193267
2018-04-25,286.7199576528865
2018-04-26,284.3751278348918
2018-04-27,284.2567650892096
2018-04-28,285.44865449174716
2018-04-29,287.2198180740781
2018-04-30,286.9995902036887
2018-05-01,284.6247087181036
2018-05-02,284.13752124031936
2018-05-03,284.64752698649085
2018-05-04,285.24741116446194
