"Monat";"Originalwert";"Kalender- und saisonbereinigt nach X13 JDemetra+"
"2015-04-01 02:00:00";99,3;100,1
"2015-05-01 02:00:00";92,8;100,3
"2015-06-01 02:00:00";105,6;100
"2015-07-01 02:00:00";106,3;101,3
"2015-08-01 02:00:00";91;99,3
"2015-09-01 02:00:00";106,6;99,2
"2015-10-01 02:00:00";107,4;100
"2015-11-01 01:00:00";107;99,1
"2015-12-01 01:00:00";98,6;99,9
"2016-01-01 01:00:00";85,5;101,5
"2016-02-01 01:00:00";98;101,7
"2016-03-01 01:00:00";105;100,8
"2016-04-01 02:00:00";104,1;101,1
"2016-05-01 02:00:00";96,6;99,7
"2016-06-01 02:00:00";110,1;101,5
"2016-07-01 02:00:00";98,2;100,5
"2016-08-01 02:00:00";99,3;101,9
"2016-09-01 02:00:00";109,1;101,6
"2016-10-01 02:00:00";101,6;102,1
"2016-11-01 01:00:00";111,3;101,9
"2016-12-01 01:00:00";101;100,4
"2017-01-01 01:00:00";91,1;100,9
"2017-02-01 01:00:00";95,3;102,6
"2017-03-01 01:00:00";114,4;102,1
"2017-04-01 02:00:00";96,1;103,9
"2017-05-01 02:00:00";107,2;104,2
"2017-06-01 02:00:00";106,1;104,1
"2017-07-01 02:00:00";101,9;104,5
"2017-08-01 02:00:00";103,6;106,5
"2017-09-01 02:00:00";109,2;105,5
"2017-10-01 02:00:00";104;104,4
"2017-11-01 01:00:00";117,2;107,4
"2017-12-01 01:00:00";103,4;107,1
"2018-01-01 01:00:00";98;106,3
"2018-02-01 01:00:00";97,2;104,2
"2018-03-01 01:00:00";110,2;105,5
"2018-04-01 02:00:00";104,3;105,1
"2018-05-01 02:00:00";103,7;107,1
"2018-06-01 02:00:00";111,4;106,7
"2018-07-01 02:00:00";106,1;105,1
"2018-08-01 02:00:00";103;106
"2018-09-01 02:00:00";105,1;105,4
"2018-10-01 02:00:00";111,4;105,1
"2018-11-01 01:00:00";112,8;103,3
"2018-12-01 01:00:00";97,2;104,5
"2019-01-01 01:00:00";96,2;104,1
"2019-02-01 01:00:00";99;104,4
"2019-03-01 01:00:00";108,2;105
"2019-04-01 02:00:00";102,9;103,5
"2019-05-01 02:00:00";106,9;103,8
"2019-06-01 02:00:00";97,5;102,9
"2019-07-01 02:00:00";107,2;102,6
"2019-08-01 02:00:00";96,2;102,7
"2019-09-01 02:00:00";105,7;102,2
"2019-10-01 02:00:00";107,5;101,5
"2019-11-01 01:00:00";107,4;101,9
"2019-12-01 01:00:00";94,8;99,9
"2020-01-01 01:00:00";94,1;103,2
"2020-02-01 01:00:00";97,3;103,9
"2020-03-01 01:00:00";102,5;94,7
"2020-04-01 02:00:00";76,8;77,2
"2020-05-01 02:00:00";80,9;84,3
"2020-06-01 02:00:00";94,4;92,9
"2020-07-01 02:00:00";97,8;93,6
"2020-08-01 02:00:00";85,5;93,6
"2020-09-01 02:00:00";102,8;96
"2020-10-01 02:00:00";105,7;99,1
"2020-11-01 01:00:00";108,6;100,5
"2020-12-01 01:00:00";100,4;101,7
"2021-01-01 01:00:00";84,3;99,2
"2021-02-01 01:00:00";92,7;97,8
"2021-03-01 01:00:00";113,2;100,8
"2021-04-01 02:00:00";99,3;100,1
"2021-05-01 02:00:00";95,3;99,2
"2021-06-01 02:00:00";103,7;98,3
"2021-07-01 02:00:00";99,8;99,1
"2021-08-01 02:00:00";90,1;95,2
"2021-09-01 02:00:00";102,2;95,4
"2021-10-01 02:00:00";100,8;98
"2021-11-01 01:00:00";107,6;98,6
"2021-12-01 01:00:00";99,9;99,2
"2022-01-01 01:00:00";88,3;100,1
"2022-02-01 01:00:00";95,2;100,5
"2022-03-01 01:00:00";108,2;96,3
"2022-04-01 02:00:00";93,5;97,6
"2022-05-01 02:00:00";100,8;97,8
